index,start,end,start_seconds,end_seconds,text_en,text_zh
1014,"00:51:35,940","00:51:38,640",3095.94,3098.64,"the program learned that it has to be on top,",程序学到的是：它必须在顶上，
1015,"00:51:38,640","00:51:41,490",3098.64,3101.49,one shot learning.,这就是“one shot learning”。
1016,"00:51:41,490","00:51:45,210",3101.49,3105.21,"So that's a symbol, slogan.",所以这就是符号和口号。
1017,"00:51:45,210","00:51:46,575",3105.21,3106.575,And now we need a surprise.,现在我们需要一个惊喜。
1018,"00:51:46,575","00:51:51,330",3106.575,3111.33,,
1019,"00:51:51,330","00:51:54,290",3111.33,3114.29,"Yeah, the surprise is you don't need a million examples",没错，惊喜就在于：你不需要一百万个例子
1020,"00:51:54,290","00:51:55,910",3114.29,3115.91,of something to learn.,才能学会某件事。
1021,"00:51:55,910","00:51:58,010",3115.91,3118.01,You can do it with one example if you're,只要一个例子就够了——如果你足够聪明，
1022,"00:51:58,010","00:52:02,180",3118.01,3122.18,smart enough to make use of that example appropriately.,能够恰当地利用那个例子的话。
1023,"00:52:02,180","00:52:03,230",3122.18,3123.23,So that was the surprise.,这就是那个惊喜。
1024,"00:52:03,230","00:52:07,160",3123.23,3127.16,You can learn something definite from each example.,你可以从每一个例子里学到确定的东西。
1025,"00:52:07,160","00:52:08,840",3127.16,3128.84,Next item was a salient idea.,接下来是一项“突出的想法”。
1026,"00:52:08,840","00:52:13,280",3128.84,3133.28,,
1027,"00:52:13,280","00:52:16,785",3133.28,3136.785,"Now, when I say salient idea, I don't mean important.",现在，我所说的“突出的想法”，不是指重要。
1028,"00:52:16,785","00:52:18,410",3136.785,3138.41,What I mean is an idea that sticks out.,我指的是一个能“跳出来”的想法。
1029,"00:52:18,410","00:52:21,260",3138.41,3141.26,,
1030,"00:52:21,260","00:52:24,080",3141.26,3144.08,"Some theses, funnily enough, have too many good ideas,",有趣的是，有些论文反而有太多好点子，
1031,"00:52:24,080","00:52:27,110",3144.08,3147.11,and you don't know what it's all about because which one is it?,你反而搞不清楚它到底是讲什么的——到底哪一个？
1032,"00:52:27,110","00:52:29,290",3147.11,3149.29,So you need an idea that sticks out.,所以你需要一个能跳出来的想法。
1033,"00:52:29,290","00:52:33,890",3149.29,3153.89,And the idea that stuck out here was the notion of a near miss.,而这里跳出来的想法，就是“near miss”这个概念。
1034,"00:52:33,890","00:52:39,280",3153.89,3159.28,,
1035,"00:52:39,280","00:52:43,650",3159.28,3163.65,"You see, this is not an arch, but it doesn't miss by much.",你看，这虽然不是拱门，但也差得不多。
1036,"00:52:43,650","00:52:45,490",3163.65,3165.49,So it's a near miss.,所以这就是“near miss”。
1037,"00:52:45,490","00:52:50,920",3165.49,3170.92,"And finally, you need to tell the story",最后，你需要把故事讲出来——
1038,"00:52:50,920","00:52:56,160",3170.92,3176.16,"of how you did it, how it works, why it's important.",你是怎么做的，它为什么能 work，为什么重要。
1039,"00:52:56,160","00:53:01,720",3176.16,3181.72,"So that's a bit on how to not so much get famous,",所以这就是一点关于“怎样不那么出名”，
1040,"00:53:01,720","00:53:06,240",3181.72,3186.24,but how to ensure that your work is recognized.,而是怎样确保你的工作得到认可。
1041,"00:53:06,240","00:53:08,890",3186.24,3188.89,"Well, we're almost finished because now we're",好，我们差不多讲完了，因为现在我们
1042,"00:53:08,890","00:53:13,470",3188.89,3193.47,"down to this last item, which is how to stop.",来到了最后一项：怎么停。
1043,"00:53:13,470","00:53:14,998",3193.47,3194.998,"And when we come to that, there's",讲到那里时，会涉及一个问题：
1044,"00:53:14,998","00:53:17,290",3194.998,3197.29,"a question of all right, well, what is the final slide?",那好，最后一张幻灯片放什么？
1045,"00:53:17,290","00:53:22,412",3197.29,3202.412,,
1046,"00:53:22,412","00:53:23,620",3202.412,3203.62,And what are the final words?,最后的结束语又要说什么？
1047,"00:53:23,620","00:53:30,610",3203.62,3210.61,,
1048,"00:53:30,610","00:53:32,830",3210.61,3212.83,"So for the final slide, let me give you",所以关于最后一张幻灯片，让我给你们看几个
1049,"00:53:32,830","00:53:34,750",3212.83,3214.75,some examples of possibilities.,可能的例子。
1050,"00:53:34,750","00:53:37,588",3214.75,3217.588,,
1051,"00:53:37,588","00:53:38,380",3217.588,3218.38,How about this one?,这张怎么样？
1052,"00:53:38,380","00:53:42,150",3218.38,3222.15,,
1053,"00:53:42,150","00:53:50,610",3222.15,3230.61,"Well, you might see that slide and think to yourself,",你看到这张幻灯片，可能心里会想：
1054,"00:53:50,610","00:53:53,730",3230.61,3233.73,"there are 1,000 faculty at MIT.",MIT 有一千位教职员工。
1055,"00:53:53,730","00:53:55,770",3233.73,3235.77,"Nice piece of work, but not so much,",这工作不错，但也就那样——
1056,"00:53:55,770","00:54:01,050",3235.77,3241.05,"but it's only a tiny piece of work if you divide by 1,000.",被一千一分，也就只是非常小的一小份了。
1057,"00:54:01,050","00:54:03,810",3241.05,3243.81,So when you show a whole gigantic list of collaborators,所以当你在演讲末尾列出一长串合作者时，
1058,"00:54:03,810","00:54:07,380",3243.81,3247.38,"at the end of a talk, it's a kind of let down",这其实有点让人泄气——
1059,"00:54:07,380","00:54:09,150",3247.38,3249.15,because it suggests that nobody knows.,因为它暗示着：没人知道你真正做了什么。
1060,"00:54:09,150","00:54:12,650",3249.15,3252.65,"Well, did you do anything significant?",你到底做没做出什么重要的东西？
1061,"00:54:12,650","00:54:15,180",3252.65,3255.18,"Now, you've got to recognize your collaborators, right?",当然，你得感谢你的合作者，对吧？
1062,"00:54:15,180","00:54:16,970",3255.18,3256.97,So where do you do that?,那要放在哪儿？
1063,"00:54:16,970","00:54:19,877",3256.97,3259.877,"Not on the last slide, on the first slide.",不是放在最后一张，而是放在第一张。
1064,"00:54:19,877","00:54:21,210",3259.877,3261.21,All this was on the first slide.,所有这些信息都在第一张上。
1065,"00:54:21,210","00:54:23,263",3261.21,3263.263,"These are the collaborators, so you don't",这些人就是合作者，所以你不该
1066,"00:54:23,263","00:54:24,430",3263.263,3264.43,want to put them at the end.,把他们放在最后。
1067,"00:54:24,430","00:54:25,805",3264.43,3265.805,You don't want a slide like this.,你不想要这样的幻灯片。
1068,"00:54:25,805","00:54:28,290",3265.805,3268.29,,
1069,"00:54:28,290","00:54:31,060",3268.29,3271.06,How about this one?,那这张呢？
1070,"00:54:31,060","00:54:33,050",3271.06,3273.05,This is the worst possible way to end a talk.,这是结束一场演讲最糟糕的方式。
1071,"00:54:33,050","00:54:34,700",3273.05,3274.7,[LAUGHTER],[笑声]
1072,"00:54:34,700","00:54:39,410",3274.7,3279.41,Because this slide can be up there for 20 minutes.,因为这张幻灯片可以挂在上面长达 20 分钟。
1073,"00:54:39,410","00:54:40,660",3279.41,3280.66,I've seen it happen.,我亲眼见过。
1074,"00:54:40,660","00:54:43,820",3280.66,3283.82,It squanders real estate.,这是在浪费版面。
1075,"00:54:43,820","00:54:47,420",3283.82,3287.42,It squanders an opportunity to tell people who you are.,它浪费了一次让人知道你“是谁”的机会。
1076,"00:54:47,420","00:54:48,200",3287.42,3288.2,It's just--,它只是——
1077,"00:54:48,200","00:54:51,777",3288.2,3291.777,,
1078,"00:54:51,777","00:54:52,610",3291.777,3292.61,What about this one?,那这张呢？
1079,"00:54:52,610","00:54:56,780",3292.61,3296.78,,
1080,"00:54:56,780","00:54:57,800",3296.78,3297.8,I often see it.,我经常看到这种。
1081,"00:54:57,800","00:55:01,300",3297.8,3301.3,I never see anybody write it down.,但从来没见过有人把它记下来。
1082,"00:55:01,300","00:55:03,991",3301.3,3303.991,"Also, it wastes opportunity.",而且，它也在浪费机会。
1083,"00:55:03,991","00:55:06,580",3303.991,3306.58,,
1084,"00:55:06,580","00:55:11,440",3306.58,3311.44,"Oh my God, even worse.",天哪，更糟糕。
1085,"00:55:11,440","00:55:14,970",3311.44,3314.97,,
1086,"00:55:14,970","00:55:18,180",3314.97,3318.18,All of these lines do nothing for you.,这些条目对你一点帮助都没有。
1087,"00:55:18,180","00:55:21,840",3318.18,3321.84,They waste an opportunity for you to tell people--,它们浪费了一次让你告诉别人——
1088,"00:55:21,840","00:55:23,730",3321.84,3323.73,to leave people with what you--,让听众记住你的——
1089,"00:55:23,730","00:55:26,360",3323.73,3326.36,with who you are.,记住你是谁的机会。
1090,"00:55:26,360","00:55:29,000",3326.36,3329.0,"Well, what about this?",那这张怎么样？
1091,"00:55:29,000","00:55:31,450",3329.0,3331.45,Is this a good one?,这张算好的吗？
1092,"00:55:31,450","00:55:34,660",3331.45,3334.66,"It might seem so at first, but here's the problem.",乍看之下好像不错，但问题在这里。
1093,"00:55:34,660","00:55:38,340",3334.66,3338.34,,
1094,"00:55:38,340","00:55:41,040",3338.34,3341.04,"If you say these are my conclusions,",如果你说“以下是我的结论”，
1095,"00:55:41,040","00:55:42,960",3341.04,3342.96,these are perfectly legitimate conclusions,这些结论本身完全合情合理，
1096,"00:55:42,960","00:55:44,910",3342.96,3344.91,that nobody cares about.,但没人在乎。
1097,"00:55:44,910","00:55:47,557",3344.91,3347.557,What they care about is what you have done.,他们在乎的是你做了什么。
1098,"00:55:47,557","00:55:49,140",3347.557,3349.14,And that's why your final slide should,所以你的最后一张幻灯片应该
1099,"00:55:49,140","00:55:53,460",3349.14,3353.46,"have this label, contributions.",用“贡献”这个标题。
1100,"00:55:53,460","00:55:56,510",3353.46,3356.51,It's a mirror of what I said over there about how job talks,这和我之前讲的、关于求职演讲（job talks）
1101,"00:55:56,510","00:55:57,830",3356.51,3357.83,ought to be like a sandwich.,应该像三明治一样。
1102,"00:55:57,830","00:55:59,460",3357.83,3359.46,"And the final slide, the one that's",而最后一张幻灯片，就是
1103,"00:55:59,460","00:56:02,240",3359.46,3362.24,"up there while people are asking questions and filing out,",人们提问和陆续离开时显示的那张，
1104,"00:56:02,240","00:56:05,470",3362.24,3365.47,it ought to be the one that has your contributions on it.,应该是写着你的贡献的那张。
1105,"00:56:05,470","00:56:09,140",3365.47,3369.14,Here's an example from my own stump speech.,这是我自己的竞选演讲中的一个例子。
1106,"00:56:09,140","00:56:13,020",3369.14,3373.02,"Yeah, this is what I talk about a lot.",是的，这是我经常讲的内容。
1107,"00:56:13,020","00:56:16,912",3373.02,3376.912,"Yes, here are the things that I typically demonstrate.",是的，这些是我通常演示的内容。
1108,"00:56:16,912","00:56:21,160",3376.912,3381.16,,
1109,"00:56:21,160","00:56:23,146",3381.16,3383.146,And I wait for people to read it.,然后我等大家读完。
1110,"00:56:23,146","00:56:27,616",3383.146,3387.616,"And the final element there is this is what we get out of it,",最后那个元素是：这是我们从中得到的，
1111,"00:56:27,616","00:56:32,780",3387.616,3392.78,so that's an example of a contribution slide.,这就是贡献幻灯片的例子。
1112,"00:56:32,780","00:56:37,670",3392.78,3397.67,"All right, now, what about the other part?",好的，那另一部分呢？
1113,"00:56:37,670","00:56:39,740",3397.67,3399.74,You got your final slide up there.,你已经把最后一张幻灯片放上去了。
1114,"00:56:39,740","00:56:41,150",3399.74,3401.15,It's a contribution slide.,它是一张贡献幻灯片。
1115,"00:56:41,150","00:56:44,430",3401.15,3404.43,Somehow you have to tell people you're finished.,你需要用某种方式告诉听众你讲完了。
1116,"00:56:44,430","00:56:47,551",3404.43,3407.551,"So let's see it, check out a few possibilities.",我们来看看几种可能性。
1117,"00:56:47,551","00:56:50,140",3407.551,3410.14,,
1118,"00:56:50,140","00:56:54,700",3410.14,3414.7,One thing you could do in the final words,你可以在最后说的话中做一件事，
1119,"00:56:54,700","00:56:56,000",3414.7,3416.0,is you could tell a joke.,就是讲个笑话。
1120,"00:56:56,000","00:56:59,840",3416.0,3419.84,,
1121,"00:56:59,840","00:57:02,232",3419.84,3422.232,It's OK.,没问题。
1122,"00:57:02,232","00:57:04,565",3422.232,3424.565,"By the time you're done, people have adjusted themselves",当你讲完时，大家已经调整好自己
1123,"00:57:04,565","00:57:05,728",3424.565,3425.728,to your voice parameters.,来适应你的声音参数。
1124,"00:57:05,728","00:57:06,770",3425.728,3426.77,They're ready for a joke.,他们准备好听笑话了。
1125,"00:57:06,770","00:57:10,040",3426.77,3430.04,,
1126,"00:57:10,040","00:57:13,010",3430.04,3433.01,"I was sitting in another bar, this time in Austin, Texas",我坐在另一个酒吧里，这次是在德州奥斯汀，
1127,"00:57:13,010","00:57:16,310",3433.01,3436.31,with a colleague of mine named Doug Lenat.,和我的一位同事道格·勒纳特一起。
1128,"00:57:16,310","00:57:18,880",3436.31,3438.88,And Doug's a fantastic speaker.,道格是个非常出色的演讲者。
1129,"00:57:18,880","00:57:21,920",3438.88,3441.92,"And so I said to Doug, Doug, you're",于是我对道格说，道格，你
1130,"00:57:21,920","00:57:24,860",3441.92,3444.86,"a fantastic speaker, what's your secret?",是个出色的演讲者，你的秘诀是什么？
1131,"00:57:24,860","00:57:29,440",3444.86,3449.44,"And he said, oh, I always finish with a joke,",他说，哦，我总是以笑话收尾，
1132,"00:57:29,440","00:57:32,120",3449.44,3452.12,"and that way, people think they've had fun the whole time.",这样大家就以为整个过程都很开心。
1133,"00:57:32,120","00:57:35,480",3452.12,3455.48,[LAUGHTER],[笑声]
1134,"00:57:35,480","00:57:39,540",3455.48,3459.54,"So yeah, a joke will work down there.",所以，是的，最后讲个笑话会有效。
1135,"00:57:39,540","00:57:40,580",3459.54,3460.58,How about this one?,这个怎么样？
1136,"00:57:40,580","00:57:50,770",3460.58,3470.77,,
1137,"00:57:50,770","00:57:51,270",3470.77,3471.27,Thank you.,谢谢。
1138,"00:57:51,270","00:57:54,030",3471.27,3474.03,,
1139,"00:57:54,030","00:57:55,650",3474.03,3475.65,I don't recommend it.,我不推荐这样做。
1140,"00:57:55,650","00:57:58,410",3475.65,3478.41,It's a weak move.,这是较弱的一招。
1141,"00:57:58,410","00:58:00,330",3478.41,3480.33,You will not go to hell if you conclude,如果你以说
1142,"00:58:00,330","00:58:02,730",3480.33,3482.73,"your talk by saying thank you, but it's a weak move,",谢谢来收尾，你不会下地狱，
1143,"00:58:02,730","00:58:04,880",3482.73,3484.88,and here's why.,但这是较弱的一招，原因如下。
1144,"00:58:04,880","00:58:08,460",3484.88,3488.46,"When you say thank you, even worse, thank you for listening,",当你说谢谢时，更糟的是，谢谢你们的聆听，
1145,"00:58:08,460","00:58:10,350",3488.46,3490.35,it suggests that everybody has stayed,这暗示大家一直留着
1146,"00:58:10,350","00:58:14,310",3490.35,3494.31,that long out of politeness and that they had a profound desire,这么久只是出于礼貌，而他们非常渴望
1147,"00:58:14,310","00:58:15,632",3494.31,3495.632,to be somewhere else.,去别的地方。
1148,"00:58:15,632","00:58:17,340",3495.632,3497.34,"But they're so polite, they stuck it out.",但他们很有礼貌，硬撑着听完了。
1149,"00:58:17,340","00:58:20,430",3497.34,3500.43,And that's what you're thanking them for.,而你谢的正是这个。
1150,"00:58:20,430","00:58:21,990",3500.43,3501.99,"So once wild applause has started,",所以一旦热烈的掌声响起，
1151,"00:58:21,990","00:58:24,240",3501.99,3504.24,"you can mouth a thank you, and there's",你可以无声地说声谢谢，这样
1152,"00:58:24,240","00:58:25,380",3504.24,3505.38,nothing wrong with that.,也没什么不妥。
1153,"00:58:25,380","00:58:29,992",3505.38,3509.992,But the last thing you do should not be saying thank you.,但你最后做的事不应该是说谢谢。
1154,"00:58:29,992","00:58:31,950",3509.992,3511.95,"Now, you say to me, well, doesn't everybody say",现在你会对我说，难道不是每个人都
1155,"00:58:31,950","00:58:33,570",3511.95,3513.57,thank you?,说谢谢吗？
1156,"00:58:33,570","00:58:37,800",3513.57,3517.8,"Well, what everybody does is not necessarily the right thing.",嗯，每个人都做的未必是正确的。
1157,"00:58:37,800","00:58:40,110",3517.8,3520.11,And I like to illustrate how some talks can,我喜欢举例说明，有些演讲可以
1158,"00:58:40,110","00:58:41,580",3520.11,3521.58,end without saying thank you.,不以说谢谢来收尾。
1159,"00:58:41,580","00:58:45,210",3521.58,3525.21,"I like to draw from political speeches,",我喜欢引用政治演讲的例子，
1160,"00:58:45,210","00:58:47,956",3525.21,3527.956,"but the ones that I've heard recently aren't so good, so--",但我最近听到的那些不太好，所以——
1161,"00:58:47,956","00:58:50,240",3527.956,3530.24,[LAUGHTER],[笑声]
1162,"00:58:50,240","00:58:55,500",3530.24,3535.5,So I'm going to have to go go back a little bit.,所以我得往回找一点。
1163,"00:58:55,500","00:58:57,010",3535.5,3537.01,So here is Governor Christie.,这位是克里斯蒂州长。
1164,"00:58:57,010","00:59:03,680",3537.01,3543.68,He gave the Republican keynote address one year.,他曾在某年发表共和党主题演讲。
1165,"00:59:03,680","00:59:05,040",3543.68,3545.04,This is the end of his talk.,这是他演讲的结尾。
1166,"00:59:05,040","00:59:07,214",3545.04,3547.214,Let's see what he does.,我们看看他怎么做。
1167,"00:59:07,214","00:59:08,966",3547.214,3548.966,[APPLAUSE],[掌声]
1168,"00:59:08,966","00:59:11,920",3548.966,3551.92,"CHRIS CHRISTIE: And together, everybody, together.",克里斯·克里斯蒂：大家团结起来，一起团结。
1169,"00:59:11,920","00:59:16,060",3551.92,3556.06,We will stand up once again for American greatness,我们将再次为美国的伟大而奋起，
1170,"00:59:16,060","00:59:18,190",3556.06,3558.19,for our children and grandchildren.,为了我们的孩子和孙辈。
1171,"00:59:18,190","00:59:20,583",3558.19,3560.583,"God bless you, and God bless America.",愿上帝保佑你们，愿上帝保佑美国。
1172,"00:59:20,583","00:59:23,241",3560.583,3563.241,[APPLAUSE],[掌声]
1173,"00:59:23,241","00:59:27,260",3563.241,3567.26,PATRICK WINSTON: So that's a classic benediction ending.,帕特里克·温斯顿：这就是经典的祝祷式结尾。
1174,"00:59:27,260","00:59:30,620",3567.26,3570.62,"God bless you, God bless America.",愿上帝保佑你们，愿上帝保佑美国。
1175,"00:59:30,620","00:59:32,610",3570.62,3572.61,"Now, I don't want to be partisan about this.",现在，我不想在这件事上偏袒任何一方。
1176,"00:59:32,610","00:59:35,570",3572.61,3575.57,So I think I'd better switch to the keynote address,所以我想还是换成民主党大会的
1177,"00:59:35,570","00:59:38,840",3575.57,3578.84,in the Democratic Convention.,主题演讲。
1178,"00:59:38,840","00:59:42,050",3578.84,3582.05,"It was delivered that year by Bill Clinton, who knows",那一年的演讲者是比尔·克林顿，他很懂
1179,"00:59:42,050","00:59:45,010",3582.05,3585.01,something about how to speak.,如何演讲。
1180,"00:59:45,010","00:59:46,380",3585.01,3586.38,[APPLAUSE],[掌声]
1181,"00:59:46,380","00:59:48,940",3586.38,3588.94,"BILL CLINTON: If that is what you want,",比尔·克林顿：如果这是你们想要的，
1182,"00:59:48,940","00:59:52,300",3588.94,3592.3,"if that is what you believe, you must vote,",如果这是你们相信的，你们必须投票，
1183,"00:59:52,300","00:59:57,046",3592.3,3597.046,and you must re-elect President Barack Obama.,你们必须再次选举巴拉克·奥巴马为总统。
1184,"00:59:57,046","00:59:58,588",3597.046,3598.588,"God bless you, and God bless America.",愿上帝保佑你们，愿上帝保佑美国。
1185,"00:59:58,588","01:00:00,061",3598.588,3600.061,[APPLAUSE],[掌声]
1186,"01:00:00,061","01:00:03,989",3600.061,3603.989,[LAUGHTER],[笑声]
1187,"01:00:03,989","01:00:09,390",3603.989,3609.39,,
1188,"01:00:09,390","01:00:11,410",3609.39,3611.41,"PATRICK WINSTON: Now, watch this.",帕特里克·温斯顿：现在，注意看。
1189,"01:00:11,410","01:00:13,297",3611.41,3613.297,Let's go back a little bit and redo it.,我们往回退一点，再看一遍。
1190,"01:00:13,297","01:00:15,130",3613.297,3615.13,"What I want you to see is that at one point,",我想让你们看到的是，在某个时刻，
1191,"01:00:15,130","01:00:18,430",3615.13,3618.43,"he seems to be almost pressing his lips together, forcing",他似乎几乎要抿紧嘴唇，强迫自己
1192,"01:00:18,430","01:00:20,315",3618.43,3620.315,himself not to say thank you.,不要说谢谢。
1193,"01:00:20,315","01:00:22,690",3620.315,3622.69,Then there's another place where he does a little salute.,然后在另一个地方，他做了个小敬礼。
1194,"01:00:22,690","01:00:24,784",3622.69,3624.784,So watch for those this time around.,所以这次请留意这些地方。
1195,"01:00:24,784","01:00:25,650",3624.784,3625.65,[APPLAUSE],[掌声]
1196,"01:00:25,650","01:00:28,210",3625.65,3628.21,"BILL CLINTON: If that is what you want,",比尔·克林顿：如果这是你们想要的，
1197,"01:00:28,210","01:00:31,470",3628.21,3631.47,"if that is what you believe, you must vote,",如果这是你们相信的，你们必须投票，
1198,"01:00:31,470","01:00:36,310",3631.47,3636.31,and you must re-elect President Barack Obama.,你们必须再次选举巴拉克·奥巴马为总统。
1199,"01:00:36,310","01:00:38,470",3636.31,3638.47,"God bless you., and God bless America.",愿上帝保佑你们，愿上帝保佑美国。
1200,"01:00:38,470","01:00:39,625",3638.47,3639.625,[APPLAUSE],[掌声]
1201,"01:00:39,625","01:00:42,208",3639.625,3642.208,PATRICK WINSTON: That's where he's pursing his lips.,帕特里克·温斯顿：他就是在那儿抿嘴的。
1202,"01:00:42,208","01:00:43,186",3642.208,3643.186,[LAUGHTER],[笑声]
1203,"01:00:43,186","01:00:45,142",3643.186,3645.142,There's the salute.,这就是敬礼。
1204,"01:00:45,142","01:00:49,455",3645.142,3649.455,[LAUGHTER],[笑声]
1205,"01:00:49,455","01:00:50,830",3649.455,3650.83,"Yeah, I think that's pretty good.",是的，我觉得挺不错。
1206,"01:00:50,830","01:00:52,640",3650.83,3652.64,"Now, what are we gonna take away from this?",那么，我们能从中学到什么？
1207,"01:00:52,640","01:00:57,910",3652.64,3657.91,"Well, I suppose I could conclude this talk by saying God bless",嗯，我想我可以这样结束演讲：
1208,"01:00:57,910","01:01:00,960",3657.91,3660.96,"you, and God bless the Massachusetts Institute","说""愿上帝保佑你们，保佑麻省理工学院""，"
1209,"01:01:00,960","01:01:04,732",3660.96,3664.732,"of Technology, but it might not work so well.",但效果可能不太好。
1210,"01:01:04,732","01:01:06,190",3664.732,3666.19,But what you can get out of this is,但你能从中学到的是
1211,"01:01:06,190","01:01:08,110",3666.19,3668.11,you don't have to say thank you.,"你不必非要说""谢谢""。"
1212,"01:01:08,110","01:01:09,850",3668.11,3669.85,There are other things you can do.,你还可以做别的事情。
1213,"01:01:09,850","01:01:13,060",3669.85,3673.06,"And it's interesting that over time, people figure this out,",有趣的是，随着时间推移，人们会慢慢明白这一点，
1214,"01:01:13,060","01:01:15,730",3673.06,3675.73,and there's some stock ways of ending things.,也有了一些固定的收尾方式。
1215,"01:01:15,730","01:01:21,180",3675.73,3681.18,"So in the Catholic church, and the good old Latin mass,",比如在天主教会，还有那古老的拉丁文弥撒中，
1216,"01:01:21,180","01:01:27,990",3681.18,3687.99,"it ended with ite missa est, which","结束时会说""ite missa est""，"
1217,"01:01:27,990","01:01:31,380",3687.99,3691.38,"translates approximately to OK, the mass is over,","这句话大致翻译为""好了，弥撒结束了，"
1218,"01:01:31,380","01:01:32,718",3691.38,3692.718,you can go home now.,"你们可以回家了""。"
1219,"01:01:32,718","01:01:34,470",3692.718,3694.47,[LAUGHTER],[笑声]
1220,"01:01:34,470","01:01:37,440",3694.47,3697.44,"And of course, at musical concerts,",当然，在音乐会上，
1221,"01:01:37,440","01:01:42,230",3697.44,3702.23,"you know that it's time to clap not at the end of the song,",你知道该鼓掌的时刻不是歌曲结束，
1222,"01:01:42,230","01:01:45,810",3702.23,3705.81,but rather when the conductor goes over and shakes hands,而是当指挥走过去跟
1223,"01:01:45,810","01:01:47,280",3705.81,3707.28,with the concert master.,乐队首席握手的时候。
1224,"01:01:47,280","01:01:50,850",3707.28,3710.85,Those are conventions that tell you that the event is over.,这些都是告诉你活动已经结束的惯例。
1225,"01:01:50,850","01:01:53,470",3710.85,3713.47,,
1226,"01:01:53,470","01:01:58,500",3713.47,3718.5,So those are all possibilities for here.,所以这些都是这里可以用到的收尾方式。
1227,"01:01:58,500","01:02:00,180",3718.5,3720.18,"But one more possibility, and that",但还有一种方式，那就是
1228,"01:02:00,180","01:02:07,320",3720.18,3727.32,is that you can salute the audience.,你可以向观众敬礼。
1229,"01:02:07,320","01:02:09,070",3727.32,3729.07,"And by that, I mean, you can say something",所谓敬礼，是指你可以讲一些
1230,"01:02:09,070","01:02:13,060",3729.07,3733.06,about how much you value your time at a place.,关于你有多珍视在此地时光的话。
1231,"01:02:13,060","01:02:20,000",3733.06,3740.0,"So I could say, well, it's been great fun being here.",比如我可以说，能来到这里非常愉快。
1232,"01:02:20,000","01:02:22,780",3740.0,3742.78,It's been fascinating to see what you folks are doing here,看你们在这里做的事情很有意思，
1233,"01:02:22,780","01:02:24,190",3742.78,3744.19,at MIT.,在 MIT 这里。
1234,"01:02:24,190","01:02:27,535",3744.19,3747.535,I've been much stimulated and provoked,你们提出的问题让我深受启发，
1235,"01:02:27,535","01:02:29,410",3747.535,3749.41,"by the kinds of questions you've been asking,",也让我受到很大触动，
1236,"01:02:29,410","01:02:30,800",3749.41,3750.8,it's been really great.,这感觉真的很棒。
1237,"01:02:30,800","01:02:33,380",3750.8,3753.38,And I look forward to coming back,我也期待着将来
1238,"01:02:33,380","01:02:35,210",3753.38,3755.21,on many occasions in the future.,有机会再来这里。
1239,"01:02:35,210","01:02:36,693",3755.21,3756.693,So that salutes the audience.,这就是对观众的敬礼。
1240,"01:02:36,693","01:02:37,360",3756.693,3757.36,You can do that.,你也可以这样做。
1241,"01:02:37,360","01:02:40,670",3757.36,3760.67,,
1242,"01:02:40,670","01:02:42,520",3760.67,3762.52,"Well, there it is.",嗯，就是这样。
1243,"01:02:42,520","01:02:45,260",3762.52,3765.26,You know what?,你们知道吗？
1244,"01:02:45,260","01:02:46,940",3765.26,3766.94,I'm glad you're here.,我很高兴你们来了。
1245,"01:02:46,940","01:02:48,830",3766.94,3768.83,"And the reason is by being here, I",原因是，你们来到这里，
1246,"01:02:48,830","01:02:51,590",3768.83,3771.59,think you have demonstrated an understanding,我觉得你们已经表明了一种认识：
1247,"01:02:51,590","01:02:54,770",3771.59,3774.77,that how you present and how you package your ideas is,那就是如何呈现和包装你的想法
1248,"01:02:54,770","01:02:56,510",3774.77,3776.51,an important thing.,是一件重要的事。
1249,"01:02:56,510","01:02:58,013",3776.51,3778.013,And I salute you for that.,为此我要向你们敬礼。
1250,"01:02:58,013","01:03:03,500",3778.013,3783.5,[LAUGHTER] And I suggest that you come back again and bring,[笑声]我建议你们下次再来时，
1251,"01:03:03,500","01:03:05,990",3783.5,3785.99,your friends.,也带上你们的朋友。
1252,"01:03:05,990","01:03:09,340",3785.99,3789.34,[APPLAUSE],[掌声]
1253,"01:03:09,340","01:03:42,000",3789.34,3822.0,,
